label,tweet,sentiment
sadness,sih jalan tol ia sungguh sedih mengingat kejadian kejadian di kehidupannya [not] kuat menahan sedih dirinya mencoba mengakhiri hidupnya sambil menatap bayi aurora yang tengah terlelap dan tersenyum [not] kuasa melihat malaikat kecilnya yang begitu cantik mengurungkan niatnya sih,neg
fear,masih degdegan gemeter hati enggak tenang ngantuk sudah hilang selera makan juga hilang bagaimana be [not] ya allah [not] utt banget kalo aku sampai enggak bisa lanjut aku harus mengapai,neg
love,menyayangi mu membuat ku mengenal bahasa baru menyayangi mu membuatku mampu merangkai kata kata baru ya memang [not] seindah puisi puisi pak sapardi tapi cukup untuk memberi mu makna rasa sayang melahirkan sedikit demi sedikit kalimat yang tersusun rapi di sebuah kertas,pos
love,aku cinta kak dije hahahahahahahahaha goodnayt dari mimimingg yang baru saja menyelesaikan meng approve row usulan daerah,pos
love,cinta yang sesaat akan berkata aku mencintaimu karena aku membutuhkanmu tetapi makna sejatinya akan berkata aku membutuhkanmu karena aku mencintaimu,pos
fear,ketika hidung nyium bau bau gaenak lalu teman yang rumahnya lumayan jauh ngechat di wa kalian nyium bau gas enggak anjir iya ini bau gas ini [not] gas beracun kan huh kok jadi parno sih,neg
fear,aku sama kayak kamu btw trauma sama laki laki karena ayah semenjak lulus sekolah aku puber suka cowok lah cowok dekati aku lah segala macam aku kira trauma ku sembuh tapi berkali kali aku dikecewain laki laki,neg
fear,makin seram ya dunia ini enggak seindah yang gue bayangkan waktu kecil terlalu banyak orang jahat atau mungkin gue yang terlalu naif menganggap semua orang itu baik,neg
fear,rlt guys aku mau bertanya aku bingung aku ketrima lu p n vj sama un air aku suka jurusan yang di lu pn tapi aku anak daerah agak [not] ut di jakarta dan yang un air sudah dibayar mohon sarannya,neg
happy,be [not] padahal uas statmat tapi berdoanya [not] buat uas xixixi karena aku bersyukur negeri ini damai sehingga aku diberi kesempatan terus mencari ilmu di jenjang yang sekarang coba kalo indonesia kayak suriah enggak mungkin seleha leha ini,pos
happy,bismillah salam plur slankers i indonesia kita bakal ketemu di moment yang sangat dinanti nanti oleh kita semua jambore nasional slankers indonesia bersama slank,pos
love,habis diam cemberut rewel lihat tante jalan dari luar mau masuk rumah sudah senyum mulai ceria menempel terus di tinggal bentar nyariin nte putput tante pulang diam lagi menangis mencari nte putput kangen banget ya dek,pos
happy,memang beda viral curhatan personal assistant konglomerat indonesia yang diposting di acoount twitter nya asli baru kebuka deh pikiran kita tentang orang tajir yang ternyata enggak sombong loh [url],pos
sadness,gua tau sekarang harus apa enggak cuma raga yang bakal gua bawa pergi nanti tapi juga jiwa gua enggak tau bakal ketemu mereka lagi kalian lagi lo lagi atau enggak akan pernah lagi,neg
sadness,anjir dada sebelah kiri sakit,neg
fear,[username] paling parah sih enggak bisa sama sekali lihat yang bolong2 totol2 bintik2 polkadot2 semacam itu lah bisa menangis sampai pusing karena terngiang2 terus di kepala dan geli saja [not] ut pokoknya enggak mau lihat,neg
love,happy mensive my love terima kasih sudah nemenin selama tiga bulan ini enggak kerasa sudah panjang saja perjalanannya selama ini aku merasa [not] mengasih apa apa buat kamu maaf aku enggak bisa romantis pekerjaan aku cuma jailin kamu tapi kamu harus percaya tiap detik aku selalu sayang kamu,pos
fear,sayang [not] lah kau waton seram,neg
sadness,[username] ngumumin tunangan di hari ke tujuh bulan ke tujuh karena menurutnya itu angka keberuntungan beeeh aku patah hati nya dobeeel ku yang pengin banget tuh tanggal segitu wkwkw kalo nikahnya sama [username] rada enggak apa-apa sih tapi knapa sama die sih hihi,neg
fear,sangat [not] mudah mjd keluarga korban pencabulan beberapa keluarga yang memilih menutup buku kasus karena [not] ut aib akan tersebar lebih memilih kayak begitu trauma anak jadi nomor,neg
love,rasanya enggak pernah bosan dengar suara rosa setiap dengar dia nyanyi berasa makin sayang sama dia pengin yang terbaik buat dia yaampun enggak pernah sesayang ini sama idola kayak sekarang ke dia love her [not] much,pos
love,intinyanya selamat tanggal untuk yang ke kali enggak pernah harapin yang aneh aneh aku cuma mau terus sama kamu sayangnya kamu ke aku enggak pernah berubah begitu juga sayangnya aku ke kamu berharap malah bisa lebih lebih sayang lagi ke kamu seiring berjalannya waktu,pos
love,somi terima oppa apa adanya kok tenang saja mau alay nge drama jungkir balik juga kalo sudah sayang mau bagaimana,pos
love,punya impian tulis saja dan pandangi setiap saat sambil didoakan agar segera terwujud termasuk mimpi ingin segera ke baitullah yakinkan diri bahwa suatu saat akan sampai tanah suci,pos
love,timang timang anakku sayang buah hatiku sepajang jalan siang malan ku selalu berdoa semoga kelak kau bahagia selalu [url],pos
love,sejujurnya masih sayang aku [not] pernah buang kau jauh dari hidup aku nama kau [not] pernah terpadam dalam hati aku,pos
sadness,melihat susunan kepanitiaan inagurasi ospek jurusan dan porangkar ini membuat saya sakit kepala dimana le [not] ketenangan tahun ketiga yaallah dimana,neg
fear,dan dia ngebuntutin gue dong bangkai banget enggak sih gue yang biasa lewat jalan a harus muter ke jalan b yang lebih jauh pas gue sudah enggak lihat dia dibelakang gue gara-gara gue ngebut tbtb di lampu merah ketemu lagi langsung tancap gas lah gila [not] ut banget banget banget,neg
happy,mau kirim salam buat [username] yang makin hari makin nyantol di hati salam juga buat om andre taulani yang mau jadi member ke8nya [username],pos
happy,[username] [username] lagu ya banyak sih tapi aku benar benar suka sama awake karena lagu itu buat aku semangat ngejar mimpiku buat dapat sertifikat bahasa jepang,pos
fear,[username] kalo aku yang lebih ngeri itu dompet hilang kalo yang lain mah paling ngerinya cuma sesaat nah kalo dompet hilang bisa galau berkepan [not] karena didlm dompet [not] cuma ada duit tapi ktp sim atm kalo hilang kan gawat bang,neg
love,gua baru sadar hampir di setiap panti punya kucing liar yang selalu di rawat atau di ajak main sama anak-anak panti dan gua juga baru sadar ternyata itu bentuk ungkapan kasih sayang anak-anak panti terhadap sesama,pos
fear, [not] lupa jaga kesehatan [not] keseringan begadang makan sayur kalo sudah selesai kuliah sekolah langsunh pulang [not] suka keluyuran ibu khawatir,neg
happy,empat negara tersisa di perhelatan turnamen akbar memiliki [not] tik kunci masing masing jamak yang berharap ada juara baru di fifa world cup terutama belgia yang dianggap sebagai tim percontohan bonus demografi dan saya hanya ingin ucapkan selamat pada pep itu saja,pos
happy,pembangunan infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan [not] lain karena kerja nyata pak [username] selama tahun memerintah kedepan [url],pos
happy,senang deh baca tweet nya mantan apa konglomerat dan sih pramugari yang lagi viral itu jadi kepengen ngetweet mengenai pengalaman kerja gue jadi kacung kampret bertahun2 yang walaupun naik pangkat cuma ubah level doanng dari cungpret lv jadi lv,pos
sadness,generasi jara pacoa terik pagi tadi mengantarkan saya ke sebuah pantai yang sudah termasyhur namanya di bima yaitu pantai kalaki pantai yang [not] seindah pada masanya sekarang di [url],neg
love,tooosssssssss banget huhu aku kenal suara dia pertama kali pas ostnya man from the star dan itu sumpah aku langsung jatuh cinta,pos
fear,[username] [username] masih bingung gue [not] ut nanti enggak dapat tiket [neg] kalo memakai jastip [not] utt tambahannya gede terus [not] ut kena tipu juga,neg
love,makin lama kenal a makin suka dengan lelaki ini makin lama makin sayang sampailah last sekali sih a ini bercinta dengan lelaki itu lelaki itu pun baik according tapi a seorang lelaki yang penyayang soft spoken memang taste a lah,pos
love,ketika kamu menjadi gadis dewasa dan kamu harus pergi kuliah di kota lain papa harus melepasmu di bandara tahukah kamu bahwa badan papa terasa kaku untuk memelukmu papa hanya tersenyun sambil memberi nasihat ini itu dan menyuruhmu untuk berhati hati,pos
sadness,terkadang ingat dulu minat diri ini tuh pengin jadi pegawai bpom sampai sudah ngambil umb di unj jurusan kimia murni tapi apa daya masuk nya malah sih di gunadarma boro-boro jadi itu staff kerja nya jauh habis hahahaha dan sekarang minat kerja di lab muncul lagi tapi sudah telat siiiiss,neg
sadness,jika hari ini hatimu tercabik2 dengan perbuatan oranglain maka bisa jadi itu cara allah meninggikanmu setelah dirimu melepas semua sombong dan akui khilafmu [not] perlu memaafkan mereka tapi maafkan dulu diri sendiri,neg
happy,puncak spiritual seseorang adalah ketika orang tersebut diberi perasaan malu dihadapan allah swt orang yang beruntung adalah orang yang tahu ukurannya sendiri balikpapan [url],pos
love,setiap perempuan cantik dengan caranya sendiri [not] perlu dipuji apalagi merasa tersaingi mulailah dengan mencintai diri sendiri,pos
love,hoohh white2 prince yang meneduhkan hati duh datang bawa bunga saja sudah leleh apalagi kalo datang bawa sekoper uang seko [not] emas kan,pos
love,[username] ridiella cantik banget gemeees terima kasih sayang,pos
happy,mas metal program dari [username] dan [username] membuat anak muda zaman now menjadi anak muda yang kreatif dan terbuka [username],pos
love,saya bisa jadi berbeda kepercayaan dengan athaya tapi saya masih mencintainya saya dan kartika bisa saja sama sama bertajuk hawa tapi yang saya cinta [not] kelaminnya saya cinta dirinya hatinya,pos
love,selamat tanggal mas terima kasih juga sabar terus sabar teruuuss sama akunya [not] capek capek sama aku selalu mengingatkan aku hal hal baik ya aku juga sayang kamuuu,pos
fear,jadi [not] ut buat nikah buat punya anak [not] ut kalo saya nikah saya enggak bisa bahagiain pasangan [not] ut kalo punya anak nanti saya banding bandingkan,neg
happy,[username] happy anniv bil wkwkwk langgeng terus sama radiiitt gila radit niat loh foto foto ucapan annivnyaa sampai dibantuin juga sama cewe2 disini,pos
love,dan aku jatuh cinta pada pandangan matanya,pos
happy,[username] enggak usah terobsesi untuk punya pacar gapenting masih tahun juga santai ajaaaa [pos] di kalo kamu enggak mau meninggalkan malah cowok2 yang lebih baik enggak ada yang bisa dekati kamu mbak [pos],pos
love,lucky me ada yang sebegini kangen dan sayang sama uwe dirantauan memang enggak ada yang bisa menggantikan keluarga tapi bisa punya teman rantauan yang sayangnya kayak kakak sendiri itu rasanya tuhannn sayangg banget sama uwe nempatin orang baik disekeliling uwe,pos
love,jika cinta hanya tentang sex berarti cinta itu murah cinta itu lebih besar lebih dalam dan lebih berharga dari sex cinta sejati itu [not] ternilai harganya,pos
love,seketika ku langsung jatuh cinta sama mereka sudah sering dengar lagunya di playlist tapi yaudahh b saja giliran dengar live tuh seenak itu dan crowd nya parah banget mereka sampai terharu melihatnya karena ini pertama kali mereka ke ina dan hype banget freddy sampai i love lu guys mulu,pos
love,dan akhirnya saat papa melihatmu duduk dipanggung pelaminan bersama seorang lelaku yang dianggap pantas menggantikannya papa lun tersenyum bahagia,pos
fear,eh nganu kalau kita ditelpon orang yang mau nipu bisa enggak sih kita laporin polisi berdasarkan nomor telpon dia kan tiap nomor sekarang sudah teregisterasi ya terus bakal ditindaklanjuti enggak ya maksudnya tuh biar orgnya ditangkap dan enggak makan korban,neg
love,sudah waktunya memfokuskan niat kita serta dan meraih hati i love you sayangku dan mengizinkan getaran cinta itu untuk menghangatkan jiwa yang haus akan kasih dan sayang,pos
love,im yoona cantik banget buset talented good personality kurang apa kesayanganqu pokoknya sudah cinta mati banget sama yoona [url],pos
happy,pantas emiss cari kemana mana ternyata disini ya selamat datang cantik bagaimana hari harinya setelah memilih jurusan semoga malamnya menyenangkan ya,pos
happy,memang [not] ada manusia yang paling benar dalam tindak tanduknya tapi selalu ada manusia yang mampu jadi benar setelah paham pernah salah dan [not] selalu menyalahkan sana sini dengan hawa nafsunya,pos
happy,gue mau pencitraan ah kalo ada orang yang bertanya di grup angkatan bakalan gue jawab meskipun gue enggak tau wkwkkw jadi tenang saja temund2 yang malas bertanya sesuatu digrup angkatan karena [not] ut dicuekin kalo misal enggak ada yang jawab pasti gue jawab kok,pos
sadness,setiap mau ngeluh mau protes sama hidup and every problem ini itu jadi malu sendiri karena ternyata too many blessings yang kelewat buat disyukurin,neg
fear,aku gasuka ada ribut2 sama cewek nanti pasti update di instagram quote2 yang nyinggung satu gengnya ikut benci sama aku lah nyebar kemana mana lah ceritanya kalo versi ekstrem nya nih sampai bisa nyindir2 kalo lewat padahal aku cewek,neg
happy,fukudako bali masih menjadi ramen terbaik di lidah dan selera saya enak ramennya puas porsinya kenyang akhirnya,pos
happy,kenapa sih akhir akhir ini kata radikal lagi booming menurut saya radikalitas dalam berjuang itu perlu biar enggak roboh diterpa angin dan hanyut terbawa gelombang menjadi seperti pohon oak yang tumbuh melawan angin kokoh dan kuat seperti semen tiga roda [url],pos
sadness,[username] [username] [username] demokrasi kita memang lagi mundur saat ini karena kebebasan berekspresi terus menerus di pantau oleh penguasa,neg
happy,ketemu teman yang se manhaj dalam sastra dan bacaan itu rasanya kayak nemu harta karun mengomongkan karakter plot dari rupa pengarang ngalor ngidul [not] henti tapi suka,pos
sadness,kalo aku sih siapapun presidennya kalo kualitas dirinya cuma bergantung sama kelompok atau orang tertentu ya pasti setiap saat akan buat event aksi aksi begitu deh hehe [url],neg
fear,[username] malam pak tadi di sekitaran flyover tanjung barat arah ragunan ada segerombolan anak muda sepertinya mau sotr pak mohon di tindak pak terimakasih,neg
love,aku enggak tau kenapa makin hari aku makin sayang sama kamu aku makin [not] ut kehilangan kamu aku pengin terus bersama kamu hingga akhir waktu ku,pos
fear,ketika saat ada seorang cowok mulai sering menelponmu atau bahkan datang kerumah untuk menemuimu papa akan memasang wajah paling cool sedunia papa sesekali menguping atau mengintip saat kamu sedang mengobrol berdua diruang tamu,neg
love,enggak pernah se jatuh cinta kayak begini sama orang berawal dari tokoh cerita di wattpad dengan penggambaran seseorang yang plek ketiplek sama dan itu makin buat saya jatuh cinta,pos
love,selamat siang sayang [not] makan siang kah ini aku membuat makan siang dimakan ya sampai habis [not] dibuang2 capek tau masaknya,pos
fear,[idm] bagaimana sih cara halusnya untuk bilang ke teman bahwa dia itu toxic aku [not] ut dia sakit hati kalau aku kasarin [username],neg
sadness,kemarin sudah benaran giveup sama dasnut 7materi soal quiz cuman belajar quiz dan lainnya cuman sekedar baca dan enggak masuk o [not] sudah benaran cuman modal doa pasrah sampai benar-benar pusing karena flu juga pas dapat soal dan tau soalnya mau menangis,neg
happy,indak ayo lebaran ke bandung saja entar di sana biaya makan sama akomodasi enggak usah mikir entar ikut saja jika saja saya di izinkan saya sudah ikut ajakan ke bandung,pos
love,wah aku mimpi kali ya kedip berkali kali karena kaget letakin lengan di meja sambil numpu dagu sayang kok enggak bilang sih kamu bisa masak aigoo pacar aku keren,pos
fear,itulah kenapa tiap2 mau menulis inggris selalu cek dulu ke kamus tapi meskipun deh dicek seringnya ku hapus lagi masih [not] ut salah grammar,neg
happy,setelah mandi dilanjutkan dengan makan pagi bagi wbs pstw bm ii jelambar untuk wbs total care makan pagi dibantu pjlp untuk menambah energi agar badan tetap segar sehat dan stamina terjaga,pos
sadness,saat lebaran aku rindu so [not] wanita yang pandai sekali menyimpan rahasia ditatanya rapi rengginang crispy didalam kaleng tanggo yang dikemas layaknya kado,neg
happy,yakinlah ada sesuatu yang menantimu selepas banyak kesabaran yang kau jalani yang akan membuatmu terpana hingga kau lupa pedihnya rasa sakit ali bin abi thalib,pos
sadness,ketika lihat presiden sendiri gue merasa kayak wow cepat ya sudah mau pilpres lagi padahal kayaknya doi baru kepilih ketika lihat presiden us gue merasa kayak the world is running at a snail pace baru 5th doi ngejabat like wtf,neg
fear,ini bagaimana sih ngerasanya kosong begitu tombol ekspresi entah dimana dkit lagi kalo ada yang tiba-tiba nemu terus kepencet kayaknya aku langsung meledak ini mah bahaya,neg
love,walaupun kita jauh secara fisik kita tahu kita selalu bersama walaupun kita [not] mengatakan aku cinta kamu kita tahu kita mencintai satu sama lain walaupun kita [not] mengatakan kita satu kita tahu kita adalah satu,pos
fear,pria ini seram juga ya selain ekspresinya seram tutur kata yang keluar juga sangat menohok ah baiklah baiklah etto iie juvia hanya memastikan kalau [not] salah orang,neg
sadness,kebanyakan cewek kriteria mencari pacar pengin yang lucu padahal kalo menurut cewek ganteng lucu jadi definisi lucu disini adalah ganteng kalian yang jele dan qismin tolong pahami ini,neg
love,cintailah kekasihmu seperti dia mencintai mu dulu seperti dia mencintai dengan tulus seseorang akan setia pada pasangannya karena cinta suami yang begitu besar pada ibu dan kalian berdua,pos
happy,ceritanya makan malam ini ala-ala korea pas belanja bulanan eee nemu daging premium lagi diskon langsung deh di ambil nasi putih nori minyak wijen wijen aduk jadi sapi lada hitam,pos
fear,beli makeup sekali kalo enggak cocok malah bikin beruntusan dan jerawatan terus pengobatan nya berhari hari yagitu yang bikin pemilih banget sama makeup [pos] trauma saja punya muka sensitif begini,neg
sadness,resiko kerja sendirian enggak ada teman single fighter bawa barang banyak harus bolak balik enggak ada yang megangin tangga enggak ada teman mengobrol but i like my job,neg
love,melakukan hal yang sebenarnya lo enggak suka dengan happy hati karena lo tau itu bikin pasangan lo bahagia itu baru romantis,pos
fear,ketika sudah pukul kami sudah capek dan ingin pulang karena sudah mulai ada rasa [not] ut di hati kami masing masing,neg
love,jika sayang orang tua taati allah maka orang tua kita akan dihappyi allah disayang allah itulah sebenar benar balasan kita pada orang tua,pos
happy,sesuatu yang benar akan tetap benar meski sedikit yang mengamalkannya sesuatu yang salah akan tetap salah meski berbondong bondong orang mengamalkannya ya muqollibal qulub tsabbit qolbi alaa diinik,pos
love,haechan aku sayang kamu sayangku ke kamu enggak terbagi ini masalah pribadi tenang saja sayangku ke kamu lebih besar daripada sukaku ke dia yang sudah kompre hari ini [url],pos
sadness,[username] masalahnya banyak banget sih yang enggak mau belajar dari sejarah padahal sejarah dunia ya begitu-gitu saja muter2 disitu tapi gue lebih miris sama orang yang masih menganggap saudi dan us adalah dua kubu yang bersebrangan,neg
sadness,eh lagi mendengarkan lagu playlistnua di shuffle pertama kangen dewa19 terus kamu coboyjr kahitna mantan terindah jadinya kangen kamu mantan terindah hiyak,neg
fear,[username] [username] [not] nya kalo puasa harus suci dan bersih kalo misal dalam keadaan junub kita puasa berarti sama saja diperbolehkan keluar sperma saat puasa dong benar enggak,neg
sadness,souma sudah habis yowamushi sudah habis sekarang nontonin anime yang sudah lama didonlot tapi [not] ditonton sama sekali dek mega bosan sama drama korea,neg
fear,kamu enggak tau kan ada ketakuan tersendiri ketika aku lihat recent update line [not] ut tbtb ada oramg baru yang menggantikan posisi aku di ava atau status kamu,neg
sadness,kamu apa kabar sayang,neg
happy,pembayaran upah pkt ds madurejo pasirian lumajang masy tersenyum bahagia tppijatim [username] [username] [url],pos
sadness,sebagai manusia yang punya phobia tempat sempit dan sesak lihat penyelamatan anak anak yang terjebak di dalam gua di thailand cuma bisa berdoa merinding pengin menangis bergidik lihat medannya,neg
fear,[username] [username] hahahahah anjir sama gue waktu itu sempat [not] ut muka gue penuh dengan rambut rambut halus yang numbuh gara gara aloevera,neg
love,ada yang begitu gencarnya memotivasi karena bukti cintanya seperti orangtua kepada anak guru kepada muridnya seorang kawan kepada sahabatnya mereka mensupport karena cinta [not] ingin melihat kita menyerah tapi motivasi intrinsik adalah yang paling utama bentuk niat yang menjadi penggerak,pos
happy,namanya juga perasaan enggak bisa dibohongin karena biasanya yang bikin jatuh cinta dan yang bikin nyaman itu orangnya beda cewek sama cowok misalnya [pos] selamat sore [not] lupa minum [pos] minum yakult tiap hari [url],pos
love,tadi siang aku mimpi bang tomi di mimpi itu aku dan bang tomi kelihatan akrab banget sampai bang tomi ngerangkul pundak aku erat banget apa ya arti mimpi itu,pos
fear,kemudian mulai menyalahkan diri sendiri mulai overthinking mulai ketakutan sendiri mulai cemas stres deg degan parno kena penyakit begitu begitu saja siklus gue,neg
love,my boy is too handsome really cintaee him sih gemeshhh tapi sekarang bawel banget sih mana banyak maunya tapi tetap sayang sekaliii sudah sekoyaaah sudah pintar sudah mengerti diajak mengobrol hihi [url],pos
happy,ingat tebak tebakan dulu budi ikan ikan apa yang bentuknya segitiga aisyah ikan sepat budi kurang tepat ayy aisyah terus apa dong mendesak penasaran budi iiikancut luuu nb seketika hening detik kemudian tertawa malu wkwkwkwk,pos
fear,[askmf] hai ada yang keterima um undip terus pas regist online enggak bisa login begini enggak teman-teman ku sudah pada bisa login semua jadi [not] ut,neg
happy,muhammad ali lebih dari sekedar petinju ia muslim terbaik manusia terbaik di era modern teguh berprinsip namun lembut pada penggemar amp,pos
fear,oleh paman nya kemarin namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya ini mas jefry tanya nya dengan agak sedikit ragu karena sepertinya dia [not] ut salah mengira orang,neg
love,oh tuhan ku cinta dia ku sayang dia rindu dia inginkan dia utuhkan lah rasa cinta dihatiku hanya padanya untuk dia hanya padanya untuk dia,pos
fear,[idm] my masa gua tadi ketemu teman sd yang pas sd ngejar gua dan mengasih surat tiap minggunya asdfghjkl banget enggak tau kenapa merasa [not] ut gua [neg] aduh jaman sd mengerti apa coba [neg],neg
sadness,[username] dari tadi pagi saya [not] bisa masuk web nya jadwalnya saya dari jam tapi masuk web nya saja enggak bisa connection internet saya lancar padahal solusinya [url],neg
love,untukku saat pasangan bisa diajak bicara tentang banyak hal dan mengerti serta memaklumi satu sama lain [not] adanya hal hal tersembunyi adalah definisi romantis versiku,pos
love,sama seperti seorang putri mencium ka [not] untuk merubahnya menjadi pmarahan tampan aku mencium bantal seriap malam se [not] tidur dan berharap itu akan benar benar berubah jadi kamu aku cinta kamu indak di,pos
fear,gilasih beberapa hari yang lalu gue lihat truk gede yang diisi sama orang teman gue bilang kalo truk yang diisi sama orang itu tengahnya mayat asli merinding banget mana itu pas maghrib dan gue sendirian coy seram habis,neg
sadness,[username] [username] [username] [username] [username] [username] [username] butuh tempat yang nyaman agar supaya betah dan tida berpaling,neg
love,sungguh memang indahnya ciptaan sang tuhan sampai aku begitu sangat terpesona melihat garis senyum manismu sayang,pos
happy,bersiap bersama bos andalan gue dulu di gm bu amel santosodebora,pos
love,[username] yuta aku sayang yuta aku pengin ketemu yuta lagi aku kangen pokoknya yuta yang bisa bikin aku beli stuff stuff tentang dia sama menonton konser soalnya wkwkwkwkwkw,pos
love,bukannya kalo cowok suka atau serius sama cewek itu dia bakal nunjukin usahanya demi apa yang disukai cewenya ya apalagi berusaha jadi apa yang disukai orangtua cewenya hehe,pos
happy,dengan melihat langsung blusukan presiden jokowi saya bisa simpulkan bahwa ini [not] pencitraan tetapi merupakan kerja seorang pemimpin dalam mengayomi rakyatnya,pos
love,cantik [username] langsung tidur ya kamu membalas mentabnya be [not] lagi yang meminta peje kasih saja coki coki aku sayang kamu baby,pos
sadness,[username] anak-anak tetangga main mercon dari sore sampai malam jedar jedor suaranya mau dimarahi tapi masih anak-anak yaudah istighfar saja mercon yang mendekatkanku pada nya,neg
love,[username] huhu gemesssss bangeeeettt sesayang ini gue sama mereka astagaaaaaahhh enggak mengerti ini gue [not] ada pengumuman pasti kapan liburnya huhuhu,pos
sadness,yang repot itu kalo sekedar baca [not] dimengerti nah disitu timbul kesalahan [not] pemahaman selektif terhadap argument ndakk papa selagi nalar tetap pada jalur [not] keluar jalur kalo deh keluar jalur itu pelanggaran,neg
love,selamat subuh untuk jiwa yang sedang merasakan teduh keluarlah ke suatu titik yang jika ketik kau berada pada titik itu kau merasa aku ada pada hatimu,pos
sadness,[username] oh iya bay deh wey jadi sekalian nih kalo [not] mapan [not] kawin kalo mau hidup enak belajar manage duit yang benar pesan ini disampaikan oleh pria 24th beranak brb kill myself,neg
love,[username] meskipun syarat ke dua adalah bucin baejin tapi ku sayang wanna one siapapun membernya dan berjanji [not] pernah akan membuang barang barang apapun tentang wanna one [url],pos
fear,dan yang ditakutkan para mahasiswi ini adalah rasa aman pada bilang agak was was kalo ada suami nya anak laki laki tuan rumah [not] ut di apa ini wkwkwk,neg
happy,happy birthday yang katanya mirip aku semoga makin cantik dan sayang eonnie yhaa i laff yuk,pos
happy,gua enggak tau kalo tweet ini akan banyak yang support tapi mau bilang terima kasih dan semua member bangtan pantas buat di sayang army sayang bangtan kan [not] terpecah belah ya harus kuat dan sayang semuanya saling memaafkan sesama army [not] sampai sesama army malah saling benci,pos
love,awal kami [not] saling kenal [not] ada hubungan saudara namun di sini kami dari [not] kenal dan bertemu menjadi saudara dalam satu keluarga baru inilah kenapa saya makin cinta nasa,pos
love,sayang akuuuu sudah gede banget sih kamu enggak berasa ya perasaan baru kemarin lahir sekarang sudah gede saja bawel banget lagi,pos
sadness,namun kuakui jika tebakan pak seno dan ibu tuti pagi itu betul terkait keikhlasan kami kami [not] ikhlas coba kalian pikirkan apa yang kalian abaikan dari sikap kalian yang [not] juga ikhlas ini kami diam,neg
sadness,mencoba romantis biar dikata lagi ldr tapi anjir naik motor jam [not] henti2 dengan kecepatan berapa dah wkwkwk jam itu sama saja seperti bolakbalik rumah unj sebanyak 8kali [not] istirahat [url],neg
sadness,daun yang jatuh [not] pernah membenci angin dia membiarkan dirinya jatuh begitu saja [not] melawan mengikhlaskan semuanya bahwa hidup harus menerima penerimaan yang indah,neg
fear,bagaimana caranya ngehadepin dosen yang dichat terus ngeread doang padahal responnya penting banget buat gue gue bingung mau mengapai [not] ut salah langkah,neg
happy,selalu ku syukuri sampai detik ini dengan segala apa yang telah kita lewati bersama ada pahit manis asamnya cerita memang awal adalah step terbaik di hidupku semoga selalu dan selamanya amin,pos
fear,mu kalian mandang orang yang jerawatan bagaimana sih aku habis beberapa kali tes universitas selalu berakhir enggak mengobrol sama siapa siapa soalnya aku [not] ut mereka enggak nyaman sama jerawatku aku mau punya teman tapi pikiranku selalu begini tolong sarannya ya,neg
sadness,[username] mungkin sampaikan kepada gubernur jakarta dulu supaya trotoar untuk pejalan kaki dirapikan dulu [not] dijadikan tempat untuk berdagang saya sering jalan kaki di sepanjang satrio tapi pedestrian sungguh kurang nyaman,neg
sadness,[username] gue iri sama lu yang bisa menunjukkan rasa sayang dengan tindakan apalah gue yang cuma bisa diam tapi enggak tahu mau mengapai untuk nunjukin rasa sayang gue ke mereke hehe [pos],neg
love,cinta itu hebat bahkan lebih hebat dari dunia perkawinan itu doa adalah bagian penuturan cinta pada sebuah cita cita yang [not] kita capai,pos
sadness,main saja dari maghrib sampai subuh juga bodo amat tapi [not] lupa setelah kosongin jadwal harus konsisten lagi mengomong doang gampang ya laks ngelakuinnya susah memang makanya coba saja awalnya susah entar juga kalo sudah kebiasaan ketagihan,neg
love,love of my life my first son my spirit my reason tapi face the world be [not] anak mama mulei sekolah lagi di tempat yang baru pengalamam baru petualangan baru teman-teman baru miss yang baru,pos
fear,serius gue [not] ut jadi bo [not] gara-gara rontok parah pas gue potong rambut di salon saja mbak mbaknya nyuruh gue periksa ke dokter [not] utnya ada apa-apa soalnya ini rontok sudah parah banget akarnya sudah enggak kuat,neg
happy,dan pada akhrnya suaminya mmng bertobat kembali sama dia dan berani bersaksi tntng masa kelamnya luar biasa mmng kesabaran istrnya bisa saja dia lngsng main cerai atau mmbalas prbuatan suaminya,pos
fear,lihat abang gua dibegitukan jadi enggak mau punya teman nanti pas kuliah padahal niatnya mau membanyaki teman tapi sekarang jadi [not] ut banget benar-benar [not] ut [neg],neg
happy,aya sudah rapi [not] rambutnya habis bangun tidur nih cantik ya mantul deh febby nathania elvarette teman terkebo [url],pos
happy,sunda kelapa alhamdulillah habis tarawih di masjid agung sunda kelapa nikmat sekali rekaat tapi nikmat karena bacaan imamnya mantap ini masjid persembahan gubernur ali sadinin untuk masyarakat jakarta yuk coba tarawih di sini pak gub [username] dan pak wagub [username] [url],pos
sadness,ini yang kakek nenek gue pengin stop dari keluarga gue [not] pelit menurut mereka tradisi macam nyebar uang nyawer thr dan sejenisnya ini merendahkan martabat manusia sih penerimanya,neg
sadness,jenuh enggak bisa konsen perlu sesuatu yang bisa bikin jadi terarah lagi apa ya,neg
fear,lebih menyeramkan kalo punya grup wa keluarga yang isinya sharing2 hadist ayat al qur an dan grup wa lingkungan paroki gereja seram kalo salah reply,neg
